,stems,Label
315,"['pavement', 'tame', 'impala', 'nation', 'jorja', 'smith', 'interpol', 'megan', 'thee', 'stallion', 'yeah', 'yeah', 'yeah', 'disclosur', 'jami', 'xx', 'complet', 'poster', 'extend', '2nd', '12th', 'june', '2022']",1
316,"['secur', 'peopl', 'bad', 'shape', 'say', 'neighbor']",0
317,"['two', 'brothel', 'instal', 'chalet', 'caus', 'outrag', 'fear', 'among', 'neighbor', 'berro', 'fountain', 'deactiv', 'doorbel', 'night']",0
318,"['sweet', 'put', 'montijo', 'portug', '1969', '30', 'year', 'ago', 'began', 'career', 'repres', 'countri', 'eurovis', 'festiv', 'remain', 'eighth', 'sinc', 'stop', 'soon', 'enrol', 'european', 'tour', 'june', '5', 'perform', 'festiv', 'ubeda']",1
319,"['art', 'urvan', 'fair', 'give', 'visibl', 'new', 'contemporari', 'art', 'essenti', 'appoint', 'collector', 'fan', 'look', 'current', 'start', 'fifth', 'edit', 'headquart', 'coam', 'hortaleza', '63']",0
320,"['artist', 'antonio', 'azzato', 'creat', 'immers', 'sensori', 'exhibit', 'around', 'great', 'masterpiec', 'painter', 'interact', 'hologram']",0
321,"['base', 'real', 'fact', 'children', 'zoo', 'station', 'take', 'viewer', 'berlin', '70', 'group', 'teenag', 'fall', 'world', 'drug', 'prostitut']",1
322,"['lynch', 'absolv', 'ramoncin', 'continu', 'fight', 'hypocresia', 'claim', 'real', 'musician', 'musician', 'bunch', 'hypocrit', 'coward', 'say', 'receiv', 'gold', 'medal', 'madrid', 'publish', 'vinyl']",1
323,"['end', '2019', 'jose', 'lui', 'peral', 'announc', 'farewel', 'tour', 'tour', 'obviou', 'reason', 'call', 'pandem', 'could', 'celebr', '2020', 'plan', 'set', 'motion', '2021', 'hardli', 'say', 'goodby', 'alway', 'difficult']",1
324,"['music', 'interact', 'project', 'taught', 'four', 'autonom', 'commun', 'tri', 'student', 'find', 'mean', 'art']",1
325,"['antenna', '3', 'unveil', '15', 'mask', 'mask', 'singer', '2', 'costum', 'new', 'contest', 'creat']",1
326,"['museum', 'attend', 'fallen', '70', 'per', 'cent', 'film', 'industri', 'fallen', '74', 'per', 'cent', 'concert', 'revenu', 'plummet', '80', 'per', 'cent']",1
327,"['musician', 'die', '91', 'year', 'hous', 'villafranca', 'bierzo']",1
328,"['fourth', '11', 'children', 'latin', 'cathol', 'marriag', 'without', 'possibl', 'jose', 'feliciano', '75', 'listen', 'inner', 'voic', 'god', 'would', 'guid', 'vericuet', 'life', 'singer', 'born', 'blind', 'acuiti', 'hear', 'allow', 'listen', 'unpleas', 'step', 'cockroach']",0
329,"['interpret', 'refus', 'publish', 'ident', 'aggressor', 'explain', 'frozen', 'result', 'traumat', 'aggress']",0
330,"['thank', 'diego', 'win', 'chang', 'histori', 'dedic', 'almeida', 'martinez', 'mayor', 'simeon', 'award', 'ceremoni', 'leagu', 'titl']",0
331,"['ertzaina', 'applaud', 'decis', 'basqu', 'govern', 'denounc', 'youth', 'sortu', 'place', 'within', 'polit', 'battl', 'pnv']",0
332,"['damiano', 'david', 'accus', 'social', 'network', 'snort', 'cocain', 'green', 'room', 'eurovis', 'vote', 'imag', 'seen', 'bend', 'tabl']",0
333,"['phenomena', 'brand', 'ambassador', 'diversifi', 'someth', 'chang', 'compani', 'spend', 'huge', 'amount', 'money', 'file', 'mirror']",0
334,"['naim', 'darrechi', 'start', 'social', 'network', '2016', 'sinc', 'accumul', '25', '4', 'million', 'follow', 'worldwid']",0
335,"['basqu', 'cook', 'reopen', 'sky', 'urrechu', 'plan', 'emblemat', 'madrid', 'restaur', 'june', 'spoke', 'trade', 'philosophi', 'prioriti']",0
336,"['writer', 'buri', 'cemeteri', 'valenc', 'lie', 'famili', 'pantheon', 'remain', 'parent']",0
337,"['technolog', 'home', 'fashion', 'beauti', 'sport', 'check', 'select', 'best', 'discount', 'find', 'amazon', 'weekend']",0
338,"['return', 'kingdom', 'join', 'list', 'due', 'propag', 'call', 'indian', 'variant', 'consid', 'virologu', 'especi', 'aggress']",0
339,"['final', 'eurovis', 'contest', 'last', 'decad', 'itali', 'winner', 'eurovis', '2021', 'group', 'maneskin', 'zitti', 'e', 'buoni']",1
340,"['attende', 'concerto', 'de', 'manel', 'en', 'girona', 'prove', 'vaccin', 'pass', 'covid', '19', 'last', '3', 'month', 'given', 'neg', 'antigen', 'test']",1
341,"['mani', 'spectat', 'associ', 'two', 'song', 'option', 'festiv', 'franc', 'swiss', 'sprinkl', 'promot', 'telecinco', 'ingeni', 'meme', 'trust', 'accompani', 'stage', 'bla', 'canto']",1
342,"['season', 'music', 'festiv', 'wire', 'funambulist', 'make', 'balanc', 'suspend', 'air', 'hope', 'put', 'rhythm', 'vaccin', 'decreas', 'accumul', 'incid', 'progress', 'withdraw', 'restrict', 'spring']",1
343,"['rhythm', 'madrid', 'night', 'begin', 'reactiv', 'end', 'state', 'alarm', 'thursday', 'first', 'proof', 'restaur', 'zielou', 'locat', 'station', 'chamartin', 'becom', 'place', 'capitalino', 'receiv', '145', 'known', 'guest', 'event']",1
344,"['winner', 'eurovis', 'year', 'celebr', 'rotterdam', 'meet', 'night', 'saturday', '22', 'may']",1
345,"['iceland', 'repres', 'compet', 'victori', 'abl', 'act', 'live', 'posit', 'coronaviru']",0
346,"['go', 'x', 'factor', 'roman', 'manag', 'captur', 'attent', 'public', 'five', 'year', 'race', 'manag', 'reach', 'statu', 'star']",0
347,"['singer', 'ex', 'contest', 'oper', 'triumph', 'begin', 'may', 'tour', 'feet', 'ground', 'adapt', 'format', 'theater', 'instead', 'theater', 'intent', 'despit', 'pandem', 'allow', 'scenario', 'priori', 'cold', 'show', 'energet', 'introspect', 'load', 'contain']",1
348,"['book', 'javier', 'adrado', 'aim', 'rememb', 'succeed', 'make', 'tour', 'histori', 'show', 'sinc', 'begin', '1956']",1
349,"['singer', 'accord', 'inform', 'would', 'cheat', 'wife']",1
350,"['organ', 'announc', 'suspend', 'year', 'edit', 'circumst', 'forc', 'majeur']",0
351,"['name', 'like', 'anna', 'netrebko', 'lang', 'lang', 'highlight', 'return', 'nabucco', '151', 'year', 'last', 'represent', 'coliseum']",1
352,"['prepar', 'reopen', 'june', 'ambiti', 'reduct', 'reserv', 'made', 'next', '31', 'may', 'hand', 'manag', 'gat', 'group']",0
353,"['american', 'artist', 'grant', 'extens', 'interview', 'confess', 'felt', 'lot', 'shame', 'knew', 'diagnosi']",1
354,"['technolog', 'home', 'fashion', 'beauti', 'sport', 'check', 'select', 'best', 'discount', 'find', 'amazon']",0
355,"['think', 'cher', 'immedi', 'come', 'rich', 'spring', 'key', 'concept', 'everyon', 'disorbit', 'aesthet', 'surgeri', 'variant', 'modern', 'sculptur', 'voraci', 'passion', 'money', 'indomit', 'sexual', 'rage', 'music', 'cinemat', 'career']",1
356,"['irish', 'singer', 'publish', 'memoir', 'rememb', 'talk', 'relationship', 'author', 'greatest', 'success', 'polem', 'surround', 'life', 'career']",1
357,"['born', 'exil', 'came', 'spain', 'youth', 'countri', 'know', 'determin', 'serv', 'modern', 'rebelli', 'defin', 'marina', 'pina', 'book', 'pilar', 'margarita', 'document', 'stori', 'sister', 'king', 'juan', 'carlo']",0
358,"['technolog', 'home', 'fashion', 'beauti', 'sport', 'check', 'select', 'best', 'discount', 'find', 'amazon']",0
359,"['camarena', 'educ', 'complex', 'offer', '10', 'summer', 'cours', '4', 'month', '16', 'year']",0
360,"['new', 'supercar', 'trident', 'brand', 'behav', 'modena', 'circuit', 'admir', 'citizen', 'surround', 'villag']",0
361,"['band', 'recent', 'publish', 'anniversari', 'edit', 'last', 'album', 'impulso', 'return', 'stage', 'delay', 'tour', 'covid', 'act', 'today', 'tomorrow', 'madrid', 'new', 'theater', 'alcala', 'great', 'desir', 'awar', 'give']",1
362,"['cindi', 'crawford', '1966', 'one', 'undisput', 'icon', 'beauti', 'era', 'maxim', 'apoge', 'model', 'middl', '90', 'thank', 'hairi', 'lionin', 'hair', 'one', 'side', 'mole', 'honey', 'cute', 'next', 'mouth']",0
363,"['health', 'record', '3', '988', 'new', 'case', '70', 'death', 'incid', 'drop', '147', 'outsid', 'high', 'risk']",0
364,"['trobador', 'celebr', 'monday', 'eight', 'decad', 'life', 'check', 'sale', 'catalog', 'still', 'warm']",0
365,"['today', 'intern', 'tourism', 'fair', 'start', '50', 'capac', 'due', 'pandem', 'third', 'usual', 'countri', '19', 'autonom', 'commun', 'citi', 'see', 'nation', 'travel', 'hope', 'save', 'summer', 'lack']",0
366,"['behind', 'big', 'star', 'million', 'creator', 'increasingli', 'difficult', 'subsist', 'digit', 'economi', 'william', 'deresiewicz', 'explain', 'death', 'artist', 'technolog', 'revolut', 'demonet', 'work', 'actor', 'writer', 'musician']",1
367,"['three', 'minut', 'time', 'geniu', 'need', 'practic', 'achiev', 'immort', '180', 'second', 'enough', 'bori', 'claudio', 'schifrin', 'known', 'lalo', 'schifrin', 'write', 'unmistak', 'main', 'theme', 'imposs', 'mission', 'seri', '1966', 'would', 'interpret']",1
368,"['born', 'venezuela', 'studi', 'cuba', 'began', 'career', 'mexico', 'today', 'know', 'face', '190', 'countri', 'second', 'season', 'seri', 'take', 'even']",0
369,"['madrid', '1985', 'sever', 'year', 'instal', 'angel', 'lourd', 'hernandez', 'begin', 'return', 'littl', 'littl', 'spain', 'music', 'facet', 'russian', 'network', 'actress', 'find', 'shoot', 'movi', 'ramona', 'de', 'andrea', 'bagney', 'author', 'poetic', 'photo', 'book']",1
370,"['end', '80', 'bought', 'castl', 'sicilian', 'moncada', 'italian', 'branch', 'descend', 'catalan', 'famili', 'lord', 'montcada', 'philosoph', 'discuss', 'one', 'great', 'passion', 'never', 'marri', 'offspr', 'rumor', 'sexual', 'tendenc']",0
371,"['antenna', '3', 'issu', 'special', 'show', 'new', 'contest', 'outfit', 'creat']",0
372,"['italian', 'musician', 'die', 'sicili', 'one', 'versatil', 'prolif', 'success', 'creator', 'european', 'pop']",1
373,"['cancionero', 'de', 'franco', 'battiato', 'base', 'onir', 'poetic', 'lyric', 'experiment', 'sound', 'yet', 'song', 'work', 'wonder', 'pop', 'music']",1
374,"['accompani', 'closest', 'awar', 'deterior', 'funer', 'held', 'strictest', 'intimaci', 'express', 'petit', 'famili', 'want', 'honor', 'lifetim', 'discret', 'italian']",1
375,"['space', 'like', 'hous', 'museum', 'lope', 'de', 'vega', 'museum', 'home', 'cervant', 'offer', 'differ', 'format', 'leisur', 'celebr', 'day']",0
376,"['italian', 'singer', 'put', 'soundtrack', 'two', 'icon', 'scene', 'movi', 'luca', 'guadagnino', 'seri', 'netflix']",1
377,"['year', 'event', 'count', 'presenc', 'artist', 'bad', 'bunni', 'killer', 'stereo', 'bomb']",1
378,"['irrenunci', 'recov', 'activ', 'remain', 'hope', 'mode', 'must', 'dignifi', 'celebr', 'among', 'plant', '19', 'monument', 'cremà', 'award', 'ceremoni', 'best', 'monument']",0
379,"['ariana', 'grand', 'marri', 'sunday', 'fiancé', 'luxuri', 'real', 'estat', 'agent', 'dalton', 'gomez', 'angel', 'hous']",1
380,"['madridman', 'review', 'side', 'cabin', '25', 'year', 'career', 'electron', 'evolut', 'figur', 'dj', 'anecdot', 'cross', 'intern', 'figur', 'intim', 'confess', 'like', 'drug', 'luck']",1
381,"['archangel', 'strikeva', '1977', 'cantaor', 'close', 'saturday', 'festiv', 'sherri', 'tablao', 'show', 'tri', 'recreat', 'atmospher', 'live', 'flemish', 'templ', 'close', 'lime', 'chant', 'pandem', 'covid']",1
382,"['fair', '19', '23', 'may', 'held', 'fitur', 'intern', 'refer', 'contest', 'tourism', 'industri']",0
383,"['flamenco', 'dancer', 'bring', 'theatr', 'cofidi', 'alcazar', 'de', 'madrid', 'show', 'life', 'romanc', 'juncal', 'maria', 'heiress', 'famili', 'great', 'artist', 'tradit', 'particip', 'commun', 'project', 'havana']",0
384,"['parisian', 'singer', 'songwrit', 'rewrit', 'macho', 'song', 'sing', 'pain', 'situat', 'life', 'among', 'victim', 'domest', 'violenc', 'abort']",1
385,"['year', 'crisi', 'coronaviru', 'broke', 'anoth', 'epidem', 'began', 'emerg', 'wuhan', 'chines', 'citi', 'main', 'produc', 'fentanyl', 'opioid', 'kill', '30', '000', 'american', 'everi', 'year', 'alreadi', 'reach', 'spain', 'journalist', 'ben', 'westhoff', 'portray', 'expans', 'la']",0
386,"['castellon', 'school', 'offer', 'seri', 'scholarship', 'outstand', 'student']",0
387,"['tamara', 'falco', 'silenc', 'rumor', 'infidel', 'ñigo', 'onieva', 'sever', 'photo', 'togeth', 'son', 'smith', 'open', 'restaur', 'client', 'pay', 'accord', 'money', 'bla', 'chant', 'declar', 'feel', 'prepar', 'eurovis', 'khloe', 'kardashian', 'chicken', 'detail']",0
388,"['juan', 'perez', 'floristan', 'last', 'day', '4', 'piano', 'arthur', 'rubinstein', 'award', 'one', 'import', 'world']",1
389,"['eithn', 'padraigin', 'ni', 'bhraonain', 'doneg', 'irlanda', 'better', 'known', 'enya', 'fulfil', 'bitter', 'dream', 'mani', 'knead', '100', 'million', 'euro', 'buy', 'fortress', 'case', 'victorian', 'castl', 'surround', 'cat', 'isol', 'rest', 'world', 'devot', 'passion', 'want']",1
390,"['one', 'greatest', 'expert', 'spanish', 'taxat', 'posit', 'author', 'propos', 'increas', 'weight', 'iva', 'excis', 'tax', 'besid', 'leav', 'irpf', 'two', 'three', 'section', 'govern', 'prefer', 'direct', 'tax', 'opinion', 'clear', 'technic', 'incorrect']",0
391,"['singer', 'compos', 'navarra', 'particip', 'last', 'edit', 'program', 'affect', 'pandem', 'without', 'hair', 'tongu', 'speak', 'work', 'cleaner', 'anti', 'taurin', 'posit', 'inner', 'chao']",1
392,"['end', 'restrict', 'covid', '19', 'disappear', 'girl', 'tenerif', 'trigger', 'sale', 'bracelet', 'geoloc', 'minor', 'although', 'use', 'gener', 'controversi']",0
393,"['rescu', 'work', 'valentin', 'de', 'zubiaurr', 'leav', 'good', 'tast', 'mouth', 'despit', 'absenc', 'dramat', 'version']",1
394,"['jose', 'marti', 'apolog', 'whether', 'measur', 'adopt', 'institut', 'reach', 'made', 'clear', 'provinci', 'corpor', 'continu', 'work', 'action', 'council', 'collabor', 'generalitat', 'govern', 'spain', 'reach']",1
395,"['technolog', 'home', 'fashion', 'beauti', 'sport', 'check', 'select', 'best', 'discount', 'find', 'amazon']",0
396,"['victori', 'osasuna', 'togeth', 'punctur', 'real', 'madrid', 'bilbao', 'coronari', 'sunday', 'athlet', 'club', 'nobodi', 'mention', 'issu', 'take', 'refug', 'mantra', 'simeon', 'parti', 'match']",0
397,"['bullfight', 'madrid', 'curd', 'summit', 'afternoon', 'impos', 'two', 'bull']",0
398,"['last', 'concert', 'tabl', 'madrid', 'appear', 'symbol', 'liquor', 'also', 'one', 'video', 'clip', 'rosalia', 'loc', 'talk', 'one', 'member', 'osborn', 'famili', 'owner', 'ani', 'love', 'spaniard']",1
399,"['cycl', 'celebr', 'theater', 'raval', 'auditi', 'particip', 'artist', 'like', 'prize', 'manolo', 'val', 'carola', 'ortiz', 'barbara', 'breva', 'kirwani', 'orchestra']",1
400,"['nureyev', 'barýshnikov', 'fell', 'feet', 'chaplin', 'duke', 'windsor', 'queen', 'isabel', 'antonio', 'tsar', 'danc', 'fallen', 'oblivion', 'husband', 'duchess', 'dawn', 'much', 'disgrac', 'fall', 'veto', 'defend', 'director', 'ballet']",0
401,"['discov', 'hiba', 'abouk', 'fate', 'seri', 'princ', 'along', 'jose', 'crown', 'alex', 'gonzalez']",1
402,"['may', '19', 'publish', 'pilar', 'margarita', 'sister', 'king', 'juan', 'carlo', 'first', 'biographi', 'two', 'women', 'end', 'way', 'understand', 'titl', 'infanta']",0
403,"['canaria', 'ptazeta', 'pass', 'anonym', 'success', 'month', 'thank', 'mommi', 'song', 'sing', 'woman', 'viral', 'phenomenon', 'despit', 'fact', 'believ', 'much', 'remain', 'done']",1
404,"['girl', 'appear', 'televis', '2020', 'apolog', 'attend', 'illeg', 'parti', 'marbella']",0
405,"['song', 'peopl', 'synth', 'euro', '2021', 'footbal', 'start', 'next', 'june', '11']",1
406,"['like', 'turn', '20', 'one', 'seem', 'know', 'author', 'sinc', '2010', 'bye', 'hardli', 'grant', 'interview', 'prefer', 'remain', 'like', 'anonym']",1
407,"['singer', 'celebr', 'fourth', 'anniversari', 'cancion', 'malibu', 'inspir', 'good', 'moment', 'happen']",1
408,"['excess', 'life', 'alan', 'mcgee', 'man', 'revolution', 'britpop', 'creation', 'label', 'becom', 'movi', 'talk', 'irvin', 'welsh', 'author', 'trainspot', 'sign', 'script', 'alan', 'want', 'everyth', 'great', 'make', 'fun', 'bring', 'new', 'talent', 'stardom']",1
409,"['catalan', 'music', 'trio', 'born', 'confin', 'speak', 'new', 'album', 'present', 'new', 'theater', 'alcala', 'de', 'madrid', 'may', '14', '15']",1
410,"['event', 'plan', 'start', 'afternoon', 'thursday', 'due', 'administr', 'problem', 'would', 'postpon', '14th', 'may']",1
411,"['propos', 'rototom', 'would', 'strengthen', 'offer', 'leisur', 'cultur', 'benicàssim', 'provinc', 'fix', 'instal', 'modular', 'one', 'adapt', 'function', 'capac', 'event']",0
412,"['sonar', '2022', 'take', 'place', '16', '18', 'june', 'enclosur', 'montjuïc', 'great', 'via', 'de', 'fira', 'de', 'barcelona']",1
413,"['select', 'best', 'discount', 'offer', 'amazon', 'fashion', 'beauti', 'technolog', 'sport', 'home', 'leisur']",0
414,"['parti', 'reduc', 'capac', 'extens', 'secur', 'measur', 'madrid', 'celebr', 'year', 'feast', 'saint', 'isidro', '15', 'may', 'although', 'somewhat', 'limit', 'program', 'pandem']",0
415,"['almost', 'everyth', 'matter', 'fit', 'countri', 'also', 'follow', 'close', 'anyth', 'move', 'never', 'better', 'said', 'unit', 'state']",0
416,"['billboard', 'renew', 'film', 'arriv', 'hall', 'may', '14th', 'armi', 'dead', 'releas', 'new', 'zack', 'snyder', 'option', 'enjoy', 'cinema', 'big', 'screen', 'like', 'valhalla', 'rise', 'adventur', 'tape', 'mad', 'mikkelsen', 'comedi', 'bodi']",0
417,"['danger', 'friendship', 'back', 'sever', 'year', 'distanc', 'even', 'reproach', 'christina', 'valley', 'alberto', 'comesaña', 'announc', 'expect', 'return', 'music', 'industri', 'duo', 'present', 'stop', 'fire', 'singl', 'open', 'new', 'album', 'look']",1
418,"['cultur', 'juli', '22', 'royal', 'castellon', 'nautic', 'club']",1
419,"['one', 'ten', 'concert', 'som', 'one', 'five', 'concert', 'singer', 'preview', 'lsuredida', 'tour', 'adapt', 'pandem']",1
420,"['perform', 'prairi', 'count', 'duke', 'slaughterhous', 'auditorium', 'forest', 'park', 'entrevia']",1
421,"['music', 'neither', 'creator', 'mortadelo', 'filemon']",1
422,"['despit', 'support', 'numer', 'musician', 'led', 'juli', 'church', 'raphael', 'alejandro', 'sanz', 'greatest', 'live', 'compos', 'spain', 'recognit', 'final', 'marina', 'aramov']",1
423,"['dua', 'lipa', 'receiv', 'award', 'best', 'femal', 'artist', 'best', 'album', 'award', 'british', 'music']",1
424,"['barcelona', 'coliseum', 'present', 'ambiti', 'season', 'celebr', '175th', 'anniversari', 'concert', 'great', 'star', 'also', 'plastic', 'artist', 'writer']",1
425,"['select', 'best', 'discount', 'offer', 'amazon', 'fashion', 'beauti', 'technolog', 'sport', 'home', 'leisur']",0
426,"['dua', 'lipa', 'taylor', 'swift', 'two', 'great', 'protagonist', 'brit', '2021', 'award', 'award', 'last', 'celebr', 'face', 'face', 'return', 'us', 'glamour', 'show', 'miss', 'much', 'red', 'carpet', 'particular', 'mark']",1
427,"['fairground', 'celebr', 'fourth', 'centenni', 'san', 'isidro', 'limit', 'safe', 'full', 'activ']",0
428,"['27', 'year', 'suicid', 'man', 'popular', 'grung', 'fbi', 'open', 'case', 'file', 'consist', 'three', 'letter']",1
429,"['forbidden', 'star', 'deliri', 'film', 'seri', 'b', 'sensat', 'film', 'festiv', 'author', 'de', 'barcelona', 'icon', 'lgtbi', 'commun', 'alreadi', 'prepar', 'new', 'album', 'italod']",0
430,"['juan', 'jose', 'tellez', 'algecira', '1958', 'writer', 'journalist', 'publish', 'book', 'poem', 'dirti', 'love', 'aguilar', 'seek', 'emotion', 'overwhelm', 'entertain', 'squirm', 'time', 'coronaviru', 'pandem', 'stupid']",0
431,"['sinc', 'bob', 'dylan', 'got', 'rid', 'sever', 'white', 'card', 'word', 'phrase', 'underground', 'song', 'homesick', 'blue', 'front', 'camera']",1
432,"['jesu', 'aguirr', 'controversi', 'second', 'husband', 'cayetana', 'de', 'alba', 'die', 'palac', 'lili', '11', 'may', '2001', 'compani', 'butler', 'result', 'cancer', 'larynx', 'detect', 'year', 'could', 'overcom']",1
433,"['intern', 'opera', 'award', '2019', 'held', 'monday', 'postpon', 'pandem', 'recogn', 'work', 'madrid', 'coliseum']",1
434,"['italian', 'compani', 'mulino', 'ad', 'art', 'carri', 'tabl', 'environment', 'conscious']",0
435,"['spanish', 'singer', 'offer', 'june', 'concert', 'nation', 'auditorium', 'madrid', 'benefit', 'red', 'cross', 'perform', 'starlit', 'festiv']",1
436,"['told', 'late', 'ex', 'chief', 'royal', 'hous', 'saber', 'fernandez', 'camp', 'one', 'great', 'secret', 'sofia', 'queen', 'escap', 'indian', 'travel', 'cochambro', 'train', 'full', 'pariah', 'disadvantag', 'class', 'use', 'travel', 'compani', 'sister', 'iren']",0
437,"['spain', 'longer', 'current', 'state', 'alarm', 'sinc', 'octob', 'mani', 'citizen', 'decid', 'last', 'night', 'celebr', 'take', 'street']",1
438,"['french', 'presid', 'applaud', 'democrat', 'encourag', 'confer', 'futur', 'european', 'union']",0
439,"['music', 'theatric', 'discoveri', 'teach', 'disciplin', 'commit', 'constanc', 'give', 'opportun', 'believ', 'dream']",1
440,"['innov', 'first', 'humanoid', 'particip', 'elect']",0
441,"['three', 'visit', 'spain', 'humanoid', 'brought', 'hong', 'kong', 'tell', 'victori', 'help', 'call', 'beauti', 'arriv', 'two', 'suitcas', 'paint', 'even', 'passport']",0
442,"['leader', 'eh', 'bildu', 'rememb', 'agreement', 'sign', 'may', '2020', 'socialist', 'presid', 'elect', 'leader', 'basqu', 'sovereignti']",0
443,"['franc', 'mcdormand', 'star', 'nomadland', 'three', 'oscar', 'win', 'road', 'movi', 'best', 'film', 'direct', 'actress', 'avail', 'disney', 'analyz', 'one', 'best', 'featur', 'film', 'seen', 'cinema', 'last', 'year']",0
444,"['select', 'best', 'discount', 'offer', 'amazon', 'categori', 'fashion', 'beauti', 'technolog', 'sport', 'home', 'leisur']",0
445,"['end', 'state', 'alarm', 'coronaviru', 'allow', 'sunday', 'freedom', 'movement', 'throughout', 'spain']",0
446,"['organ', 'galicia', 'star', 'brewer', 'homag', 'peopl', 'live', 'road', 'consist', 'seven', 'larg', 'format', 'mural', 'cover', 'last', 'stage', 'french', 'road']",0
447,"['portrait', 'geniu', 'radio', 'resist', 'age']",1
448,"['encount', 'jesu', 'quintero', 'andalusian', 'refug', 'prepar', 'foundat']",0
449,"['two', 'women', 'giant', 'sentenc', 'murder', 'cop', 'kill', 'word', 'gianna', 'littl', 'one', 'quot', 'even', 'presid', 'biden']",0
450,"['nuclear', 'physicist', 'moncho', 'lopez', 'ran', 'one', 'popular', 'sport', 'shop', 'ad', 'first', 'bakeri', '2004', 'today', '43', '54', 'store', 'madrid', '14', '40', 'franchis', 'bill', 'two', 'million', 'month']",0
451,"['event', 'broadcast', 'weekend', 'world', 'demand', 'countri', 'access', 'vaccin', 'covid', '19']",0
452,"['vocat', 'led', 'occupi', 'first', 'public', 'offic', '25', 'year', 'gener', 'director', 'autonom', 'deputi', 'councilman', 'recogn', 'zaplanista', 'choos', 'depart', 'first', 'line', 'refer', 'lost', 'control', 'ppcv', '2019', 'friend', 'theodoro', 'garcia', 'egea', 'rescu']",0
453,"['ottoman', 'artist', 'given', 'rhythm', 'soap', 'opera', 'elif', 'omer', 'stolen', 'dream']",1
454,"['planet', 'return', 'activ', 'disench', 'critic', 'independ', 'ever', 'purpos', 'make', 'portrait', 'uncomfort', 'pandem', 'world']",0
455,"['show', 'theater', 'rare', 'space', 'ifema', 'host', 'cross', 'knive', 'expect', 'music', 'show', 'pay', 'homag', 'mecano', 'incred', 'stage']",1
456,"['whoever', 'monica', 'famou', 'seri', 'reveal', 'record', 'scene', 'headboard', 'fun']",0
457,"['claim', 'defens', 'conservatori', 'blasqu', 'ibañez', 'postpon', 'analysi', 'detail', 'plan', 'budget', 'agreement', 'fadrel', 'rais', 'soon', 'opposit']",1
458,"['lorenzo', 'silva', 'novel', 'castellano', 'revolt', '500', 'year', 'ago', 'end', 'outlin', 'constitut', 'sought', 'limit', 'power', 'king']",0
459,"['know', 'long', 'time', 'major', 'identifi', 'rooster', 'take', 'philosophi', 'manel', 'navarro', 'sabadel', '1996', 'repres', 'eurovis', 'festiv', '2017', 'song', 'lover', 'back', 'music']",1
460,"['madrid', '1991', 'singer', 'produc', 'king', 'gypsi', 'trap', 'thought', 'partner', 'omar', 'mountain', 'compani', 'new', 'song', 'fall', 'love', 'cumbia', 'tempo', 'evil', 'love', 'etern', 'theme']",1
461,"['unit', 'state', 'believ', 'elvi', 'presley', 'miguel', 'rio', 'king', 'rock', '75', 'appar', 'retir', 'almost', 'decad', 'enjoy', 'pleasant', 'discreet', 'life', 'along', 'partner', 'regina', 'publish', 'new', 'album', '12', 'year', 'without', 'edit', 'new', 'track']",1
462,"['associ', 'move', 'art', 'born', 'ludient', 'seek', 'popular', 'support', 'micromecenazgo', 'promot', 'cultur', 'region', 'keep', 'aliv', 'peopl', 'tradit']",1
463,"['better', 'way', 'end', 'work', 'day', 'good', 'bath', 'relax', 'product', 'put', 'us', 'mode', 'accord', 'psychologist', 'nescaf', 'ad', 'alreadi', 'year', 'ago', 'arriv', 'home', 'deserv', 'prize', 'kick', 'italian', 'dictionari']",0
464,"['select', 'best', 'offer', 'discount', 'find', 'lead', 'platform', 'ecommerc', 'product', 'categori', 'home', 'technolog', 'sport', 'beauti', 'fashion', 'leisur']",0
465,"['marta', 'sanchez', 'pancho', 'cesped', 'merch', 'marta', 'botia', 'also', 'event', 'present', 'nina']",1
466,"['final', 'launch', 'keyboard', 'spanish', 'comput', 'power', 'beauti', 'screen', 'good', 'imposs', 'love']",0
467,"['madrid', 'artist', 'suffer', 'bulli', 'agoraphobia', 'need', 'faith', 'rescu', 'empti', 'today', 'one', 'request', 'produc', 'spain']",1
468,"['star', 'board', 'school', 'summit', 'benjamin', 'aria', 'return', 'work', 'seri', 'father', 'star', 'brother', 'jon', 'mother', 'pastora', 'vega', 'alreadi']",1
469,"['madrid', 'leon', 'sevilla', 'cantabria', 'stop', 'five', 'lavish', 'palac', 'open', 'door', 'visitor', 'know', 'accompani', 'expert', 'guid', 'valuabl', 'heritag', 'secret']",0
470,"['ninth', 'edit', 'madrid', 'cultur', 'event', 'take', 'place', '6th', '13th', 'may', 'differ', 'room', 'space', 'capit']",0
471,"['varieti', 'propos', 'turn', 'fashion', 'zone', 'interest', 'open', 'card', 'renew', 'appet']",1
472,"['mtoto', 'sapien', 'boy', 'die', 'age', 'three', 'territori', 'today', 'kenyan', 'reveal', 'first', 'modern', 'human', 'treat', 'dead']",0
473,"['week', 'begun', 'trial', 'confront', 'epic', 'game', 'creator', 'fortnit', 'appl', 'condit', 'latter', 'impos', 'appstor', 'applic', 'store']",0
474,"['speed', 'arriv', 'good', 'weather', 'leav', 'select', 'best', 'offer', 'discount', 'find', 'amazon', 'product', 'categori', 'home', 'technolog', 'sport', 'beauti', 'fashion', 'leisur']",0
475,"['highest', 'ratio', 'secondari', 'e', 'highest', 'number', 'applic', 'get', 'place', 'concret', 'specialti', 'physic', 'educ', 'music']",1
