,Texto,Clase,Fecha,Autores,Coincidencia_elmundo
284,"aunque no tiene derechos dinasticos segun el articulo 10 de la ley monegasca, jazmin grace grimaldi (29), la hija que alberto ii de monaco (63) tuvo fuera del matrimonio tras un breve romance en california con la ex camarera tamara rotolo (59), es una princesa para el pueblo americano. la joven...",noticia,2021-05-28,ISABEL VELLOSO  JAVIER MUNERA  ANA CARRASCO,70
285,la madre de felipe vi tan solo recibio un presente en 2020. la pandemia y su paso a un lado condicionan su vida publica,noticia,2021-05-28,D J O,72
286,tras cinco millones de vacunados con astrazeneca en el pais hay 20 casos de trombos con la primera dosis y cuatro fallecidos,noticia,2021-05-28,CRISTINA LUIS  CARLOS ONETTI V,77
287,"por ese precio, es dificil resistirse a los auriculares bluetooth de la cadena de supermercados, pues su diseño evoca claramente a los airpods de apple",noticia,2021-05-28, ,79
288,"un barco, las aguas de miami y seis amigos sonriendo a camara. entre ellos nicky jam, luis fonsi o daddy yankee. tambien un español: fran rozzano (cadiz, 1995).",noticia,2021-05-28,ROCO NAVARRO,70
289,"las ventas del instrumento musical mas iconico de la historia, pese a las predicciones de algunos expertos, no han parado de crecer en la ultima decada, multiplicandose exponencialmente a partir de los meses mas duros de pandemia.",noticia,2021-05-28,LUIS ALEMANY,86
290,"las barbas siguen de moda. y los rituales de afeitado, a la orden del dia. los centros esteticos masculinos se renuevan y el estilo old school deja paso a la vanguardia del siglo xxi.",noticia,2021-05-28,PERE IGO,73
291,"buenos aires, 1968. el manager mas influyente en la explosion del pop urbano/latino, desde la generacion de carlos vives hasta la de maluma, ha lanzado, junto a algunos de sus clientes, la productora wk records.",noticia,2021-05-27,PABLO R ROCES,86
292,"la prestigiosa revista cientifica avala con su publicacion los resultados de este estudio, el primero de este tipo, realizado por la fundacion lucha contra el sida y las enfermedades infecciosas y el hospital universitario germans trias i pujol de badalona.",noticia,2021-05-27,EL MUNDO,81
293,"tras 14 años fuera de las camaras, el 'showman' regresa de la mano de movistar + con su programa 'bso' el proximo 2 de junio",noticia,2021-05-27,J S,73
294,el actor de 32 años fue golpeado por un coche mientras circulaba con su bicicleta por las calle de chicago en plena madrugada,noticia,2021-05-27,BRUNO TOLEDANO,72
295,"la estadounidense sigue haciendo historia ante la escasa ponderacion de los jueces. 'se penaliza el riesgo', dice lucia guisado, seleccionadora española",noticia,2021-05-27,BAZAR,80
296,"nintendo lanzara un juego para switch que, tras darte unas muy visuales lecciones, te anima a crear tus propios videojuegos",noticia,2021-05-27,VIRGINIA GMEZ,86
297,"tecnologia, hogar, moda, belleza, deporte...descubre cuales son las mejores ofertas y descuentos de hasta mas de la mitad de su precio que puedes encontrar hoy en amazon en las mejores marcas de todas las categorias.",noticia,2021-05-27,CONSUELO FONT,70
298,"el musical con las canciones de queen, renovado, aterrizara a mediados de octubre en el gran teatro principe pio de madrid",noticia,2021-05-27,IAKO DAZGUERRA,86
299,"gonzalo de borbon, duque de aquitania, de cuya muerte se cumplen este 27 de mayo 21 años, fue uno de los personajes iconicos del papel cuche en nuestro pais, y vivio sus momentos estelares en los inicios de la democracia. hijo del infante don jaime, que renuncio a sus derechos a la corona por su...",noticia,2021-05-27,M CANALES,73
300,"tras el paron de la pandemia, ana torroja coge velocidad: interpreta la cancion principal de paraiso, la serie ambientada, como no, en los 90 que movistar estrena el 4 de junio, y se prepara para un verano lleno de conciertos. 'en los 80 daba igual de que barrio eras o a quien votabas; hoy quieren...",noticia,2021-05-27,LUIS FERNANDO ROMO,70
301,"el ayuntamiento de madrid convoca a creadores de toda españa que optaran a exponer sus trabajos en el festival la sub25, dentro de la programacion de veranos de la villa.",noticia,2021-05-26,EFE,76
302,"no hay como apellidarse borbon para que el exito toque a tu puerta. pablo nicolas sebastian de todos los santos urdangarin y borbon (20), segundo hijo de iñaki urdangarin (53) y la infanta cristina (55), ha entrado con fuerza en la red social tiktok con tan solo dos videos publicados con el nombre...",noticia,2021-05-26,TRESB,70
303,el cantante y actor miguel bose debera pagar a la agencia tributaria una multa de mas de 23.000 euros por la liquidacion de impuestos de 2010 y 2011,noticia,2021-05-26,BAZAR,79
304,"la ficcion, ambientada en un pueblo de la costa de levante en 1992, contara con elementos fantasticos y de misterio",noticia,2021-05-26,BAZAR,70
305,"tecnologia, hogar, moda, belleza, deporte... echa un vistazo a nuestra seleccion de los mejores descuentos que puedes encontrar en amazon",noticia,2021-05-26,EL MUNDO,72
306,aquellos artistas que quieren tener su propia estrella en este mitico lugar de hollywood tienen que cumplir unos requisitos... y muchos deciden no hacerlo,noticia,2021-05-26,LETICIA BLANCO,84
307,william shakespeare fue la segunda persona en el mundo en recibir la primera vacuna contra el coronavirus. ha muerto a los 81 años,noticia,2021-05-26,JAVIER ESTRADA,84
308,"el cruïlla hara 75.000 tests en tres dias para que sus asistentes puedan disfrutar de un festival como lo de antes, aunque con mascarilla. el precio de una prueba sera de 8,5 euros y el 'pack' de tres, 15 euros.",noticia,2021-05-26,ANDREA M ROSA DEL PINO,86
309,fuel fandango dara un concierto muy especial el 3 de junio en florida retiro que podra seguirse por streaming con unas entradas que incluyen un pack de productos aperol spritz,noticia,2021-05-26,FTIMA ELIDRISSI,72
310,"la reconocida artista argentina conversa con loc sobre su vida despues de 'violetta', su exito como cantante y su amistad con alejandro sanz.",noticia,2021-05-26,DARO PRIETO,80
311,'the me you can't see' es una docuserie donde varias estrellas han confesado como han lidiado con las terribles experiencias que han vivido.,noticia,2021-05-25,EM,74
312,"san clemente de llobregat, 1999. la mas triunfadora de la edicion mas triunfal de operacion triunfo presenta una nueva cancion, ni una mas, sobre la violencia machista. para su videoclip, aitana ha contado con la colaboracion de mujeres como sara carbonero, cristina pedroche, mala rodriguez o lola i...",noticia,2021-05-25,LAURA GARFANO,70
313,"el festival, previsto del 16 al 22 de agosto en benicàssim con un cartel al 50% de lo que seria habitual, apuesta por esta opcion si las medidas sanitarias lo permiten",noticia,2021-05-25,EFE,74
314,"hijo de legionario, salva camacho nacio en la capital del sahara occidental. autor ahora de las imagenes mas impactantes, dice que 'se veia venir'",noticia,2021-05-25,DANIEL SOMOLINOS,70
315,"pavement, tame impala, the national, jorja smith, interpol, megan thee stallion, yeah yeah yeahs, disclosure o jamie xx completan el cartel, que se extendera entre los dias 2 y 12 de junio de 2022",noticia,2021-05-25,SILVIA MORENO,80
316,"seguridad ""acude gente de mala calaña"", dice un vecino",noticia,2021-05-25,M CANALES,74
317,dos prostibulos instalados en chalets provocan 'sobresaltos' y 'miedo' entre los vecinos de fuente del berro: 'hemos tenido que desactivar nuestro timbre por las noches...',noticia,2021-05-25,VIRGINIA GMEZ,73
318,"dulce pontes. montijo, portugal, 1969. hace justo 30 años, cuando empezaba su carrera, represento a su pais en el festival de eurovision. quedo octava. desde entonces, no ha parado. pronto se enrolara en una gira europea. y antes, el 5 de junio, actuara en el festival de ubeda.",noticia,2021-05-25,M CANALES,70
319,"arte urvanity, la feria que da visibilidad al nuevo arte contemporaneo y cita imprescindible para coleccionistas y aficionados que buscan lo mas actual, arranca su quinta edicion en su sede del coam (hortaleza, 63)",noticia,2021-05-24,ANA DEL BARRIO,86
320,"el artista antonio azzato ha creado una exhibicion inmersiva y sensorial en torno a la gran obra maestra del pintor, con quien se puede interactuar a traves de un holograma",noticia,2021-05-24,JAVIER BLNQUEZ,79
321,"basada en hechos reales, 'los niños de la estacion del zoo' traslada al espectador al berlin de los años 70, donde un grupo de adolescentes cae en el mundo de las drogas y la prostitucion.",noticia,2021-05-24,E GD,86
322,"tras ser linchado y absuelto, ramoncin sigue luchando contra la hipocresia y reivindica a los musicos de verdad. 'la mayoria de los musicos son una panda de hipocritas y cobardes', asegura. acaba de recibir la medalla de oro de madrid y ha publicado un vinilo de un ...",noticia,2021-05-24,,73
323,"a finales de 2019, jose luis perales anunciaba su gira de despedida. una gira que, por razones obvias llamadas pandemia, no pudo celebrar en 2020 como tenia previsto, y que pondra en marcha este 2021. pero dificilmente puede decir adios quien siempre va a estar ahi, y es que resultara dificil en el ...",noticia,2021-05-24,PABLO PARDO,83
324,la musica y yo es el proyecto interactivo que se imparte en cuatro comunidades autonomas e intenta que los alumnos encuentren un significado a este arte,noticia,2021-05-24,DARO PRIETO,86
325,antena 3 ha desvelado las 15 mascaras de mask singer 2 y como se habian creado los disfraces de los nuevos concursantes,noticia,2021-05-24,LUIS FERNANDO ROMO,74
326,"la asistencia a los museos ha caido un 70%, la industria del cine baja un 74% y los ingresos por conciertos se desploman un 80%",noticia,2021-05-24,BANG,70
327,el musico ha muerto a los 91 años en su casa de villafranca del bierzo,noticia,2021-05-23,CARLOS GUISASOLA,70
328,"como el cuarto de los 11 hijos de un matrimonio catolico latino y sin posibles, jose feliciano (75) hizo caso a su voz interior para que dios le guiara por los vericuetos de la vida. el cantante nacio ciego, pero su agudeza auditiva le permitia escuchar los desagradables pasos de las cucarachas que ...",noticia,2021-05-23,JOSEAN IZARRA,70
329,la interprete se ha negado a hacer publica la identidad de su agresor y ha explicado que se quedo 'congelada' como consecuencia de las traumaticas agresiones.,noticia,2021-05-23,EL MUNDO | AGENCIAS,70
330,"'gracias diego, no solo por ganar sino por cambiar la historia', le dedico el alcalde martinez almeida a simeone en la ceremonia de entrega del titulo de liga.",noticia,2021-05-23, P,70
331,los ertzainas aplauden la decision del gobierno vasco de denunciar a las juventudes de sortu que situan dentro de la batalla politica contra el pnv,noticia,2021-05-23,ELENA BENAVENTE,70
332,damiano david fue acusado en las redes sociales de esnifar cocaina en la green room de eurovision durante las votaciones despues de que se vieran unas imagenes agachandose sobre la mesa,noticia,2021-05-23,AMAYA GARCA,70
333,"el fenomeno de los embajadores de marca se diversifica, pero algo no cambia: las empresas gastan ingentes cantidades de dinero en fichar espejos de si mismas.",noticia,2021-05-23,EM,70
334,"naim darrechi comenzo en la red social en 2016 y, desde entonces, ha acumulado 25,4 millones de seguidores en todo el mundo",noticia,2021-05-23,BAZAR,77
335,"el cocinero vasco acaba de reabrir el cielo de urrechu y planea hacer lo propio con el emblematico restaurante madrileño en junio. hablamos con el del oficio, su filosofia y sus prioridades",noticia,2021-05-23,ISABEL VELLOSO | ISABEL MUNERA | ANA CARRASCO,70
336,"el escritor sera enterrado en el cementerio de valencia, donde se encuentra el panteon familiar con los restos de sus padres",noticia,2021-05-23,ESTHER MUCIENTES  ANDREA M ROSA DEL PINO  PABLO R ROCES,77
337,"tecnologia, hogar, moda, belleza, deporte... echa un vistazo a nuestra seleccion de los mejores descuentos que puedes encontrar en amazon este fin de semana",noticia,2021-05-22,EFE,76
338,"el regreso del reino unido a la lista se debe a la propagacion de la llamada variante india, considerada por los virologos especialmente agresiva",noticia,2021-05-22,EDUARDO LVAREZ,72
339,"en la final de eurovision mas reñida de las ultimas decadas, italia es el ganador de eurovision 2021 con el grupo maneskin y su zitti e buoni",noticia,2021-05-22,,84
340,"los asistentes al concierto de manel en girona tuvieron que acreditar que estaban vacunados, que habian pasado la covid-19 en los ultimos 3 meses o que habian dado negativo en un test de antigenos",noticia,2021-05-21,LOC,72
341,"muchos espectadores asocian dos de las canciones con mas opciones en el festival, las de francia y suiza, a rociito por la promocion en telecinco. los 'memes' mas ingeniosos confian en que acompañe en el escenario a blas canto.",noticia,2021-05-21,TRESB,72
342,"la temporada de festivales de musica esta en el alambre, como un funambulista que hace equilibrios suspendido en el aire con la esperanza puesta en el ritmo de vacunacion, el descenso de la incidencia acumulada y la progresiva retirada de las restricciones. pero la primavera, con...",noticia,2021-05-21,TRESB,70
343,"el ritmo de la noche madrileña comienza a reactivarse tras el fin del estado de alarma y este jueves ha sido la primera prueba de ello. el restaurante zielou, ubicado en la estacion de chamartin, se ha convertido en el place to be capitalino recibiendo a 145 invitados conocidos, en un evento...",noticia,2021-05-21,ANDREA M ROSA DEL PINO,76
344,"el ganador de eurovision, que este año se celebra en roterdam, se conocera en la noche del sabado 22 de mayo",noticia,2021-05-20,CRISTINA GALAFATE,86
345,los representantes islandeses competiran por la victoria tras no poder actuar en directo por un positivo en coronavirus,noticia,2021-05-20,E G D,86
346,"tras pasar por x factor, los romanos lograron captar la atencion del publico y en solo cinco años de carrera han logrado alcanzar el estatus de estrellas.",noticia,2021-05-20,GTRES  LOC,70
347,"el cantante, ex concursante de operacion triunfo, comienza este mayo su gira con los pies en el suelo adaptando el formato a teatros en lugar de a salas. su intencion, pese a que la pandemia le permita un escenario a priori mas frio, es 'mostrar toda la carga energica e introspectiva que contiene...",noticia,2021-05-20,MARA VAQUERO,74
348,el libro de javier adrados pretende recordar a quienes no triunfaron y hace un recorrido por la historia de este espectaculo desde sus inicios en 1956,noticia,2021-05-20,DARO PRIETO,76
349,"era cantante y, segun algunas informaciones, le habria estado siendo infiel a su esposa",noticia,2021-05-20,VCTOR NAVARRO,70
350,la organizacion ha comunicado que suspende la edicion de este año 'por circunstancias de fuerza mayor',noticia,2021-05-20,GTRES,70
351,"entre nombres como anna netrebko y lang lang, destaca el regreso de 'nabucco', 151 años despues de su ultima representacion en el coliseo.",noticia,2021-05-20,BAZAR,74
352,prepara su reapertura en junio con rebajas ambiciosas en las reservas realizadas hasta el proximo 31 de mayo de la mano de la gestion del grupo gat,noticia,2021-05-20,JAVIER BLNQUEZ,80
353,el artista estadounidense ha concedido una extensa entrevista en la que ha confesado que sintio mucha verguenza cuando conocio el diagnostico,noticia,2021-05-19,,72
354,"tecnologia, hogar, moda, belleza, deporte... echa un vistazo a nuestra seleccion de los mejores descuentos que puedes encontrar en amazon",noticia,2021-05-19,M M,70
355,"cuando pensamos en cher, inmediatamente brota un caudaloso manantial de conceptos clave a cada cual mas desorbitado: la cirugia estetica como una variante de la escultura moderna, su voraz pasion por el dinero, un furor sexual indomable, una carrera musical y cinematografica de...",noticia,2021-05-19,BAZAR,74
356,"la cantante irlandesa publica sus memorias, 'rememberings', en las que habla de su relacion con el autor de su mayor exito y las polemicas que han rodeado su vida y su carrera.",noticia,2021-05-19,EL MUNDO,70
357,"nacieron en el exilio y vinieron a españa en su juventud, una pais que no conocian pero al que estaban decididas a servir. modernas y rebeldes, asi las define marina pina en el libro 'pilar y margarita', una historia documentada sobre las hermanas del rey juan carlos.",noticia,2021-05-19,,70
358,"tecnologia, hogar, moda, belleza, deporte... echa un vistazo a nuestra seleccion de los mejores descuentos que puedes encontrar en amazon",noticia,2021-05-19,NOELIA MARN,86
359,el complejo educativo mas camarena ofrecen 10 cursos de verano desde 4 meses hasta 16 años,noticia,2021-05-19,,72
360,el nuevo superdeportivo de la marca del tridente se comporta como debe en el circuito de modena y es un admirado ciudadano en los pueblos de alrededor.,noticia,2021-05-19,ISABEL VELLOSO  JAVIER MUNERA  PABLO HERRAIZ | ANA CARRASCO,73
361,"la banda. que ha publicado hace poco una edicion aniversario de su ultimo disco, 'impulso', vuelve a los escenarios tras haber tenido que retrasar la gira a causa del covid. actuan hoy y mañana en madrid, en el nuevo teatro alcala, y lo hacen con muchas ganas porque son conscientes de que 'dar...",noticia,2021-05-19,DARO PRIETO,80
362,"cindy crawford (1966) fue uno de los iconos de belleza indiscutibles en su epoca de maximo apogeo como modelo, en plenos años 90, gracias a su melena leonina peinada hacia un lado y a ese lunar que tiene -cielito lindo- junto a la boca",noticia,2021-05-19,LUIGI BENEDICTO BORGES,73
363,"sanidad registra 3.988 nuevos casos y 70 fallecidos; la incidencia baja a 147, fuera del riesgo alto",noticia,2021-05-19,ISABEL GARCA,70
364,el trobador celebra el lunes sus ocho decadas de vida con el cheque por la venta de su catalogo aun calentito,noticia,2021-05-19,PABLO GIL,86
365,"la feria internacional de turismo arranca hoy con el 50% de su aforo debido a la pandemia y un tercio de los paises habituales. no faltaran las 19 comunidades y ciudades autonomas, que ven en el viajero nacional su esperanza para salvar el verano.",noticia,2021-05-19,LUIS FERNANDO ROMO,74
366,"detras de las grandes estrellas hay millones de creadores que cada vez tienen mas dificil la subsistencia en la economia digital. william deresiewicz explica en 'la muerte del artista' como la revolucion tecnologica ha desmonetizado el trabajo de la mayoria de los actores, escritores, musico...",noticia,2021-05-19,ANDREA M ROSA DEL PINO,72
367,tres minutos. ese es el tiempo que necesita un genio para alcanzar practicamente la inmortalidad. aquellos 180 segundos fueron suficientes para que boris claudio schifrin (conocido como lalo schifrin) escribiera el inconfundible tema principal de la serie mision imposible (1966) que interpretarian...,noticia,2021-05-19,DARO PRIETO,84
368,"nacio en venezuela, estudio en cuba y comenzo su carrera en mexico. hoy conocen su cara en 190 paises y la segunda temporada de la serie lo llevara aun mas lejos.",noticia,2021-05-18,LUIS FERNANDO ROMO,73
369,"madrid, 1985. tras varios años instalada en los angeles, lourdes hernandez empieza a regresar, poco a poco, a españa. pero mas que con su faceta musical como russian red lo hace como actriz (se encuentra rodando la pelicula ramona, de andrea bagney) y autora de un libro poetico-foto...",noticia,2021-05-18,TRESB,73
370,"a finales de los 80 compro el castillo de los moncada de sicilia, la rama italiana descendiente de la familia catalana de los señores de montcada. las discusiones filosoficas eran una de sus grandes pasiones. jamas se caso ni tuvo descendencia, por lo que los rumores sobre su tendencia sexual...",noticia,2021-05-18,PABLO GIL,86
371,antena 3 emitio un especial en el que mostro como se habian creado los atuendos de los nuevos concursantes,noticia,2021-05-18,EL MUNDO,80
372,"el musico italiano, que ha muerto en sicilia, era uno de los creadores mas versatiles, prolificos y exitosos del pop europeo",noticia,2021-05-18,CHIARA MAFFIOLETTI  FELICE CAVALLARO,77
373,"el cancionero de franco battiato esta basado en letras oniricas y poeticas y de sonidos experimentales. y, sin embargo, sus canciones funcionaron maravillosamente como musica pop",noticia,2021-05-18,EUROPA PRESS,77
374,"estuvo acompañado de los mas cercanos, pero no fue consciente de su deterioro. el funeral se celebrara en la mas estricta intimidad por peticion expresa de la familia, que quiere asi honrar toda una vida de discrecion del italiano",noticia,2021-05-18,PABLO R ROCES,76
375,espacios como la casa museo lope de vega o el museo casa natal cervantes ofrecen diferentes formatos de ocio para festejar esta jornada,noticia,2021-05-18,EUROPA PRESS,76
376,el cantante italiano pone la banda sonora a dos escenas iconicas de la pelicula de luca guadagnino y la serie de netflix,noticia,2021-05-18,,70
377,"el evento de este año iba a contar con la presencia de artistas como bad bunny, the killers o bomba stereo",noticia,2021-05-18,AFP,76
378,"es «irrenunciable» recuperar actividades que se han quedado en «modo espera» y que son «imprescindibles para una celebracion digna», entre ellas la plantà de los 19 monumentos, la cremà, o la entrega de premios al mejor monumento",noticia,2021-05-18,JAIME RODRGUEZ,86
379,"ariana grande se caso el domingo con su prometido, el agente inmobiliario de lujo dalton gomez, en su casa de los angeles",noticia,2021-05-18,SILVIA MORENO,76
380,"el madrileño repasa en 'al otro lado de la cabina' sus 25 años de carrera en la electronica y la evolucion de la figura del dj, entre anecdotas, cruces con figuras internacionales y confesiones intimas: ''que a mi no me hayan gustado las drogas es una suerte'",noticia,2021-05-18,M CANALES,70
381,"arcangel. huelva, 1977. el cantaor clausura este sabado el festival de jerez con su espectaculo tablao, en el que tratara de recrear el ambiente que se vive en estos templos del flamenco, ahora cerrados a cal y canto por la pandemia del covid.",noticia,2021-05-18,JAVIER ESTRADA,80
382,"feria del 19 al 23 de mayo se celebra fitur, el certamen de referencia internacional de la industria del turismo",noticia,2021-05-18,ANDREA M ROSA DEL PINO,72
383,la bailaora flamenca trae al teatro cofidis alcazar de madrid su espectaculo la vida es un romance. maria juncal es heredera de una familia con una gran tradicion artistica y participa en un proyecto comunitario en la habana,noticia,2021-05-17,QUICO ALSEDO  ILUSTRACIN LUCA MARTN,72
384,"la cantautora parisina reescribe canciones machistas y canta sobre sobre las situaciones mas dolorosas de su vida -entre ellas, el haber sido victima de violencia domestica y haberse sometido a un aborto-. hoy",noticia,2021-05-17,EL MUNDO,70
385,"años antes de que estallara la crisis del coronavirus, otra epidemia empezo a emerger en wuhan. la ciudad china es el principal productor de fentanilo, un opioide que mata a 30.000 estadounidenses cada año y que ya ha llegado a españa. el periodista ben westhoff retrata ahora su expansion en 'la...",foto,2021-05-17,LOC,70
386,este colegio de castellon ofrece una serie de becas a los estudiantes mas destacados,noticia,2021-05-17,DARO PRIETO,74
387,"tamara falco acalla los rumores de infidelidad de iñigo onieva con varias fotos juntos el hijo de will smith abre un restaurante donde cada cliente pagara segun el dinero que tenga blas canto declara sentirse ""preparado"" para eurovision: khloe kardashian se acobarda ante los pormenores de la...",noticia,2021-05-17,ALBERTO MUOZ,79
388,"juan perez floristan obtuvo el pasado dia 4 el premio arthur rubinstein de piano, uno de los mas importantes del mundo.",noticia,2021-05-17,DANIEL VIAA,70
389,"eithne padraigin ni bhraonain (donegal, irlanda), mas conocida como enya, ha cumplido el amargo sueño de muchos. amasar mas de 100 millones de euros, comprar una fortaleza -en este caso, un castillo victoriano-, rodearse de gatos y aislarse del resto del mundo para dedicarse a su pasion. 'no querer ...",noticia,2021-05-17,DARO PRIETO,79
390,"es uno de los mayores expertos en fiscalidad de españa, y desde ese puesto de autoridad propone elevar el peso del iva y los impuestos especiales, ademas de dejar el irpf en solo dos o tres tramos. y que el gobierno prefiera los impuestos directos es, en su opinion, una clara 'incorreccion tecnica'",noticia,2021-05-16,ANA MARTA ORTIZ,70
391,"la cantante y compositora navarra participo en la ultima edicion del programa, afectada por la pandemia. sin pelos en la lengua, habla de su trabajo como limpiadora, de su posicion antitaurina o de su caos interior.",noticia,2021-05-16,TOMS MARCO,79
392,"el fin de las restricciones por covid-19 y la desaparicion de las niñas de tenerife disparan las ventas de pulseras con geolocalizacion para menores, aunque su uso genera controversia",noticia,2021-05-16,EL MUNDO,72
393,"el rescate de la obra de valentin de zubiaurre deja buen sabor de boca, pese a la ausencia de una version dramatizada.",noticia,2021-05-16,BAZAR,74
394,"jose marti ha pedido disculpas por si las medidas adoptadas por las instituciones no han llegado a todos, pero ha dejado patente que la corporacion provincial seguira trabajando para que la accion de la diputacion, en colaboracion con la generalitat y el gobierno de españa, alcance a todos los...",noticia,2021-05-16,CARLOS GUISASOLA,70
395,"tecnologia, hogar, moda, belleza, deporte... echa un vistazo a nuestra seleccion de los mejores descuentos que puedes encontrar en amazon",noticia,2021-05-15,J D M,72
396,"la victoria ante osasuna, unido a un pinchazo del real madrid en bilbao, coronaria este domingo al atletico. en el club nadie menciona el asunto y se refugian en el mantra de simeone: 'partido a partido'",noticia,2021-05-15,INMACULADA COBO,73
397,"el torero madrileño cuaja una tarde cumbre, imponiendose a sus dos toros. pincho dos faenones",noticia,2021-05-15,EL MUNDO,79
398,"en el ultimo concierto-sobremesa de el madrileño aparece este simbolico licor. tambien en uno de los videoclips de rosalia. loc habla con una de las integrantes de la familia osborne, propietaria del anis mas querido por los españoles.",noticia,2021-05-15,LUIS FERNANDO ROMO,70
399,"el ciclo se celebrara en el teatre del raval y en el auditori y participan artistas como el premiado manolo valls, carola ortiz, barbara breva y la kirwani orchestra",noticia,2021-05-15,A GABRIEL,73
400,"nureyev y barýshnikov cayeron rendidos a sus pies, al igual que chaplin, el duque de windsor o la reina isabel, pero antonio, el zar de la danza, ha caido en el olvido. el marido de la duquesa de alba tuvo mucho que ver con su caida en desgracia: le veto y defenestro como director del ballet...",noticia,2021-05-14,MARINA PINA,72
401,"descubrimos a hiba abouk como fatima en la serie de 'el principe', junto a jose coronado y alex gonzalez",noticia,2021-05-14,CRISTINA LUIS  REDA SLAFTI V,76
402,"el 19 de mayo se publica 'pilar y margarita, las hermanas del rey juan carlos', la primera biografia de estas dos mujeres con las que termina una forma de entender el titulo de infanta",noticia,2021-05-14,TRESB,79
403,"la canaria ptazeta ha pasado del anonimato al exito en apenas meses gracias a mami, un tema en el que canta a una mujer y que ha sido todo un fenomeno viral pese a que cree que queda mucho por hacer",noticia,2021-05-14,ROCO NAVARRO,83
404,la joven aparecio en television en 2020 pidiendo disculpas tras asistir a una fiesta ilegal en marbella,noticia,2021-05-14,EFE,84
405,"la cancion 'we are the people' sera la sintonia para la eurocopa 2021 de futbol, que arrancara el proximo 11 de junio",noticia,2021-05-14,,73
406,"'me gustas tu' cumple 20 años y nadie parece saber donde esta su autor. desde 2010, chao casi no concede entrevistas y prefiere mantenerse asi, en el anonimato.",noticia,2021-05-14,GTRES,70
407,"la cantante celebra el cuarto aniversario de la cancion malibu, inspirada en los buenos momentos que paso con el",noticia,2021-05-14,ISMAEL MARINERO,77
408,"la vida excesiva de alan mcgee, el hombre que revoluciono el 'britpop' desde su sello creation, se convierte en pelicula. hablamos con irvine welsh, el autor de 'trainspotting', que firma el guion: 'alan queria hacerlo todo a lo grande: forrarse, pasarlo bien y llevar nuevos talentos al estrellato'",noticia,2021-05-14,MARA VAQUERO,84
409,"el trio musical catalan que nacio en el confinamiento habla de su nuevo disco, que presenta en el nuevo teatro alcala de madrid los dias 14 y 15 de mayo",noticia,2021-05-13,MARA VAQUERO,70
410,"el evento tenia previsto su inicio en la tarde de este jueves, pero por problemas administrativos se aplazara al dia 14 de mayo",noticia,2021-05-13,EFE,80
411,la propuesta del rototom reforzaria la oferta de ocio y cultura en benicàssim y la provincia con instalaciones fijas y otras modulares para adaptarse en funcion del aforo de cada evento,noticia,2021-05-13,EUROPA PRESS,86
412,sonar 2022 tendra lugar del 16 al 18 de junio en los recintos de montjuïc y gran via de fira de barcelona,noticia,2021-05-13,BAZAR,80
413,"una seleccion de los mejores descuentos y ofertas de amazon en moda, belleza, tecnologia, deporte, hogar, ocio...",noticia,2021-05-13,M CANALES,74
414,"fiestas con aforos reducidos y amplias medidas de seguridad, madrid vuelve a celebrar este año la festividad de san isidro (15 de mayo) aunque con una programacion algo mas limitada por la pandemia",noticia,2021-05-13,MARISA DEL BOSQUE,80
415,"como en casi todo, en cuestiones de fitness nuestro pais tambien sigue de cerca cualquier cosa que se mueva, nunca mejor dicho, en estados unidos",noticia,2021-05-13,JAVIER ESTRADA,72
416,"la cartelera se renueva con peliculas que llegan a las salas. el 14 de mayo se estrenan ejercito de los muertos, lo nuevo de zack snyder. pero hay mas opciones para disfrutar del cine en pantalla grande, como valhalla rising, una cinta de aventuras con mads mikkelsen, y las comedias este cuerpo me...",noticia,2021-05-13,GTRES,81
417,"amistades peligrosas esta de vuelta. despues de varios años de distanciamiento e incluso reproches, cristina del valle y alberto comesaña anuncian su esperado regreso a la industria de la musica. el duo presenta 'alto el fuego', el single que abrira un nuevo disco con el que buscan ...",noticia,2021-12-05,EM,76
418,cultura el 22 de julio en el real club nautico de castellon,noticia,2021-12-05,VIRGINIA GMEZ,74
419,este sera uno de los diez conciertos del som y uno de los cinco conciertos que el cantante ha previsto en lsureducida gira adaptada a la pandemia,noticia,2021-12-05,LOC,80
420,"no habra actuaciones en la pradera, pero si en conde duque, matadero y en el auditorio del parque forestal de entrevias",noticia,2021-12-05,EFE,81
421,"musica tampoco ibañez, creador de mortadelo y filemon",noticia,2021-12-05,VANESSA GRAELL,72
422,"a pesar del apoyo de numerosos musicos, encabezados por julio iglesias, raphael y alejandro sanz, al mayor compositor vivo de españa el reconocimiento ha sido finalmente para marina abramovic.",noticia,2021-12-05,BAZAR,79
423,dua lipa recibio los premios a mejor artista femenina y mejor album en los galardones de la musica britanica,foto,2021-12-05,MARISA DEL BOSQUE,73
424,el coliseo barcelones presenta una ambiciosa temporada para celebrar su 175 aniversario con conciertos de grandes estrellas pero tambien artistas plasticos y escritores,noticia,2021-12-05,MARA VAQUERO,70
425,"una seleccion de los mejores descuentos y ofertas de amazon en moda, belleza, tecnologia, deporte, hogar, ocio...",noticia,2021-11-05,MARISA DEL BOSQUE,70
426,"dua lipa y taylor swift han sido las dos grandes protagonistas de los premios brit 2021, unos galardones que, por fin, se han celebrado de forma presencial y que nos han devuelto el glamour y el espectaculo que tanto echabamos de menos en las alfombras rojas. esta, en concreto, marcada por el...",noticia,2021-11-05,PABLO PARDO,76
